epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,138.55,1.65691,1.49807,1.25893,0.77734,0.54545,0.70252,0.33699,1.86328,1.47453,1.40047,0.00173864,0.00173864,0.00173864
35,142.224,1.63766,1.48319,1.25533,0.74755,0.54545,0.5838,0.22851,2.11699,2.6322,1.51061,0.00173072,0.00173072,0.00173072
36,145.879,1.62476,1.46588,1.25063,0.64143,0.59091,0.54037,0.24987,1.98428,2.31351,1.42905,0.0017228,0.0017228,0.0017228
37,149.547,1.66165,1.4984,1.24729,0.92056,0.52761,0.6527,0.33697,1.73793,1.54906,1.30958,0.00171488,0.00171488,0.00171488
38,153.198,1.57732,1.36703,1.22268,0.75054,0.54545,0.59091,0.23818,2.0907,1.68763,1.50249,0.00170696,0.00170696,0.00170696
39,156.87,1.59302,1.37212,1.23129,0.52077,0.69177,0.53653,0.25301,1.87044,1.64129,1.39856,0.00169904,0.00169904,0.00169904
40,160.538,1.57219,1.4174,1.21786,0.6062,0.63636,0.5919,0.26585,1.82533,1.6034,1.37471,0.00169112,0.00169112,0.00169112
41,164.212,1.58053,1.36296,1.2353,0.60632,0.63636,0.56779,0.29136,1.86829,1.64206,1.37621,0.0016832,0.0016832,0.0016832
42,167.868,1.54701,1.34182,1.20751,0.70273,0.45455,0.50834,0.25374,1.85129,1.86209,1.41417,0.00167528,0.00167528,0.00167528
43,171.541,1.55196,1.38322,1.2109,0.85527,0.5377,0.62205,0.33969,1.64566,1.73645,1.2884,0.00166736,0.00166736,0.00166736
44,175.192,1.57028,1.34561,1.22183,0.82531,0.43046,0.50329,0.27718,1.8225,1.7946,1.40312,0.00165944,0.00165944,0.00165944
45,178.853,1.54777,1.30693,1.20561,0.81039,0.54545,0.56502,0.2379,2.03353,1.66653,1.49902,0.00165152,0.00165152,0.00165152
46,182.512,1.54331,1.29205,1.19679,0.6833,0.5,0.56485,0.2573,1.94692,1.69942,1.42689,0.0016436,0.0016436,0.0016436
47,186.184,1.52461,1.30243,1.19561,0.48574,0.45455,0.42866,0.20198,2.00862,2.02036,1.45293,0.00163568,0.00163568,0.00163568
48,189.844,1.53281,1.27731,1.18961,0.80481,0.56296,0.66977,0.31712,1.87969,1.30914,1.39049,0.00162776,0.00162776,0.00162776
49,193.507,1.57911,1.29991,1.20769,0.56361,0.70488,0.64535,0.35289,1.87657,1.72614,1.41648,0.00161984,0.00161984,0.00161984
50,197.18,1.51256,1.27355,1.18263,0.71257,0.54545,0.62264,0.28245,2.01613,1.53354,1.562,0.00161192,0.00161192,0.00161192
51,200.849,1.51795,1.28691,1.20311,0.84038,0.54545,0.59552,0.33636,1.65672,1.68409,1.27284,0.001604,0.001604,0.001604
52,204.501,1.45665,1.22941,1.16849,0.6809,0.5,0.56748,0.26693,1.87653,1.66673,1.41772,0.00159608,0.00159608,0.00159608
53,208.175,1.45889,1.18847,1.17136,0.86513,0.68182,0.68976,0.33157,1.97187,1.30119,1.48703,0.00158816,0.00158816,0.00158816
54,211.826,1.46944,1.1464,1.16677,0.91664,0.59091,0.71449,0.31794,1.96075,1.36283,1.4454,0.00158024,0.00158024,0.00158024
55,215.508,1.46016,1.19826,1.17726,0.66229,0.59091,0.53677,0.22038,1.8467,1.84278,1.39803,0.00157232,0.00157232,0.00157232
56,219.208,1.43734,1.13715,1.16637,0.67143,0.40909,0.48807,0.21085,2.17987,1.80115,1.65664,0.0015644,0.0015644,0.0015644
57,222.88,1.45501,1.17147,1.15955,0.88478,0.5,0.60149,0.32473,1.79414,1.7463,1.39726,0.00155648,0.00155648,0.00155648
58,226.561,1.44126,1.13861,1.15608,0.79448,0.72727,0.70053,0.37054,1.83447,1.34309,1.5507,0.00154856,0.00154856,0.00154856
59,230.305,1.41364,1.12088,1.15324,0.83959,0.54545,0.58519,0.26833,1.94745,1.50312,1.4538,0.00154064,0.00154064,0.00154064
60,233.958,1.41095,1.11385,1.13882,0.83625,0.59091,0.66432,0.31094,1.97996,1.44338,1.43645,0.00153272,0.00153272,0.00153272
61,237.637,1.39798,1.09524,1.13543,0.73562,0.63255,0.6138,0.32133,1.82001,1.77278,1.35422,0.0015248,0.0015248,0.0015248
62,241.296,1.43061,1.12122,1.14302,0.63053,0.54311,0.52827,0.25168,1.94305,1.73511,1.41032,0.00151688,0.00151688,0.00151688
63,244.978,1.42007,1.14185,1.14997,0.74335,0.5,0.58254,0.30994,1.86329,1.77765,1.45146,0.00150896,0.00150896,0.00150896
64,248.638,1.41773,1.15948,1.14191,0.75886,0.54545,0.60477,0.26694,2.11545,1.52543,1.5806,0.00150104,0.00150104,0.00150104
65,252.316,1.36181,1.05983,1.11689,0.59361,0.63636,0.64512,0.27928,2.03379,1.38968,1.55334,0.00149312,0.00149312,0.00149312
66,255.984,1.33859,1.02408,1.11525,0.77662,0.63234,0.66889,0.31779,1.86035,1.28487,1.39222,0.0014852,0.0014852,0.0014852
67,259.656,1.36941,1.03756,1.12696,0.65733,0.61089,0.61135,0.36591,1.55101,1.4512,1.21742,0.00147728,0.00147728,0.00147728
68,263.326,1.3719,1.03926,1.13159,0.61199,0.54545,0.45707,0.25957,1.80552,1.7907,1.38915,0.00146936,0.00146936,0.00146936
69,266.995,1.38432,1.03123,1.12917,0.8352,0.54545,0.58375,0.29348,1.93627,1.74161,1.42695,0.00146144,0.00146144,0.00146144
70,270.649,1.3495,0.97856,1.11386,0.85609,0.54109,0.565,0.29685,1.83592,1.92277,1.40902,0.00145352,0.00145352,0.00145352
71,274.319,1.33834,1.04577,1.10789,0.88696,0.54545,0.66562,0.3351,1.87324,1.46387,1.41736,0.0014456,0.0014456,0.0014456
72,277.975,1.3406,1.0285,1.10911,0.64972,0.54545,0.5763,0.36588,1.6899,1.60139,1.29515,0.00143768,0.00143768,0.00143768
73,281.648,1.35928,1.03176,1.11757,0.60617,0.59091,0.53528,0.27887,1.93996,1.6786,1.43277,0.00142976,0.00142976,0.00142976
74,285.298,1.32778,0.99833,1.10479,0.6934,0.54545,0.52647,0.23805,2.00845,1.92291,1.51848,0.00142184,0.00142184,0.00142184
75,288.958,1.32211,0.97668,1.1162,0.78348,0.5,0.49373,0.25327,1.94322,1.87704,1.44312,0.00141392,0.00141392,0.00141392
76,292.612,1.29619,0.95348,1.09287,0.84108,0.5,0.58558,0.34613,1.70228,1.71201,1.29572,0.001406,0.001406,0.001406
77,296.283,1.33883,1.00774,1.12046,0.82704,0.54545,0.57911,0.34509,1.65457,1.63304,1.25781,0.00139808,0.00139808,0.00139808
78,299.932,1.33614,0.99039,1.10217,0.7664,0.54545,0.62382,0.32118,1.83849,1.34002,1.40253,0.00139016,0.00139016,0.00139016
79,303.601,1.32396,0.97097,1.10691,0.6998,0.54545,0.51797,0.25879,1.83466,1.87573,1.33918,0.00138224,0.00138224,0.00138224
80,307.252,1.29255,0.96883,1.08836,0.7576,0.5,0.52807,0.27147,1.71791,2.02435,1.33998,0.00137432,0.00137432,0.00137432
81,310.944,1.26177,0.92968,1.07684,0.71118,0.59091,0.62574,0.37208,1.55659,1.51008,1.29711,0.0013664,0.0013664,0.0013664
82,314.76,1.28717,0.94401,1.08476,0.75059,0.59091,0.5813,0.33901,1.66138,1.66871,1.28072,0.00135848,0.00135848,0.00135848
83,318.424,1.23442,0.88828,1.06596,0.83666,0.59091,0.61824,0.3464,1.63787,1.52196,1.29446,0.00135056,0.00135056,0.00135056
84,322.082,1.27843,0.93634,1.07715,0.74568,0.59091,0.59995,0.31009,1.84005,1.56429,1.39246,0.00134264,0.00134264,0.00134264
85,325.743,1.25898,0.90786,1.07526,0.82775,0.63636,0.64653,0.30209,1.94731,1.65736,1.41928,0.00133472,0.00133472,0.00133472
86,329.395,1.25536,0.91253,1.0774,0.88003,0.5,0.55561,0.32021,1.77529,1.57383,1.37398,0.0013268,0.0013268,0.0013268
87,333.062,1.25361,0.92164,1.08021,0.69294,0.61604,0.59135,0.28476,1.92294,1.50096,1.41353,0.00131888,0.00131888,0.00131888
88,336.724,1.25873,0.923,1.08302,0.61396,0.68182,0.63425,0.31966,1.73928,1.52712,1.32314,0.00131096,0.00131096,0.00131096
89,340.391,1.23122,0.87293,1.062,0.9046,0.63636,0.72274,0.36438,1.8542,1.20445,1.42638,0.00130304,0.00130304,0.00130304
90,344.041,1.21682,0.9058,1.05472,0.73817,0.59091,0.66516,0.33918,1.87966,1.41766,1.43225,0.00129512,0.00129512,0.00129512
91,347.701,1.25987,0.9152,1.08158,0.80809,0.57488,0.61513,0.26857,2.02838,1.49647,1.47189,0.0012872,0.0012872,0.0012872
92,351.356,1.23494,0.87561,1.06424,0.62785,0.63636,0.5941,0.2951,1.84787,1.64703,1.37608,0.00127928,0.00127928,0.00127928
93,355.021,1.22709,0.85287,1.06283,0.83397,0.5,0.55325,0.29207,1.85876,1.86859,1.39492,0.00127136,0.00127136,0.00127136
94,358.683,1.22204,0.87856,1.05617,0.7843,0.5,0.57968,0.26784,1.90829,1.85733,1.41213,0.00126344,0.00126344,0.00126344
95,362.359,1.19222,0.83738,1.04506,0.81015,0.59091,0.59777,0.32738,1.77944,1.72601,1.36551,0.00125552,0.00125552,0.00125552
96,366.018,1.22776,0.88007,1.06779,0.85109,0.54545,0.63482,0.33789,1.75772,1.48244,1.3892,0.0012476,0.0012476,0.0012476
97,369.683,1.2168,0.87199,1.06418,0.72685,0.63636,0.6026,0.3022,1.83921,1.50281,1.46656,0.00123968,0.00123968,0.00123968
98,373.33,1.21275,0.85521,1.05541,0.79559,0.5,0.61236,0.3002,1.85904,1.6787,1.37758,0.00123176,0.00123176,0.00123176
99,376.998,1.17438,0.82542,1.04225,0.7747,0.54545,0.59507,0.30449,1.76514,1.68157,1.35046,0.00122384,0.00122384,0.00122384
100,380.653,1.16985,0.82265,1.03649,0.74406,0.54545,0.60509,0.28978,1.67554,1.64202,1.29956,0.00121592,0.00121592,0.00121592
101,384.319,1.19161,0.82125,1.05097,0.89804,0.54545,0.61903,0.3328,1.84014,1.71347,1.33943,0.001208,0.001208,0.001208
102,387.968,1.15637,0.81198,1.03412,0.92217,0.53902,0.62742,0.32281,1.81699,1.67515,1.40455,0.00120008,0.00120008,0.00120008
103,391.641,1.15919,0.80644,1.04304,0.73435,0.62862,0.65747,0.33674,1.95433,1.35254,1.44939,0.00119216,0.00119216,0.00119216
104,395.298,1.17083,0.82536,1.0376,0.91096,0.59091,0.67032,0.34395,1.81199,1.4186,1.37093,0.00118424,0.00118424,0.00118424
105,398.956,1.17642,0.83156,1.03605,0.86287,0.57277,0.66623,0.37496,1.6338,1.48166,1.27067,0.00117632,0.00117632,0.00117632
106,402.764,1.14207,0.79287,1.02745,0.85706,0.54512,0.62078,0.28998,1.97282,1.73253,1.51443,0.0011684,0.0011684,0.0011684
107,406.423,1.1703,0.8381,1.04263,0.76066,0.45455,0.50257,0.25605,1.85802,1.83068,1.40579,0.00116048,0.00116048,0.00116048
108,410.077,1.13423,0.79407,1.03134,0.90303,0.54545,0.65047,0.3493,1.71044,1.76741,1.3316,0.00115256,0.00115256,0.00115256
109,413.729,1.15002,0.81099,1.02237,0.84581,0.59091,0.64529,0.39117,1.53207,1.62647,1.21893,0.00114464,0.00114464,0.00114464
110,417.472,1.1593,0.81879,1.03132,0.91314,0.54545,0.65965,0.36483,1.65045,1.47109,1.31308,0.00113672,0.00113672,0.00113672
111,421.123,1.10555,0.76544,1.00019,0.8706,0.63636,0.67968,0.33712,1.80925,1.39689,1.39852,0.0011288,0.0011288,0.0011288
112,424.773,1.16804,0.80239,1.03426,0.90939,0.54545,0.60714,0.31957,1.86732,1.78359,1.39743,0.00112088,0.00112088,0.00112088
113,428.434,1.18998,0.81473,1.03968,0.75372,0.59091,0.61261,0.32817,1.8113,1.62653,1.32813,0.00111296,0.00111296,0.00111296
114,432.086,1.12204,0.76222,1.01653,0.89424,0.54545,0.63993,0.34971,1.82452,1.80942,1.36451,0.00110504,0.00110504,0.00110504
115,435.748,1.11769,0.7709,1.01459,0.85048,0.54545,0.60176,0.33796,1.81444,1.71666,1.36917,0.00109712,0.00109712,0.00109712
116,439.42,1.11341,0.77817,1.01025,0.8499,0.59091,0.6013,0.32369,1.82181,1.78731,1.35526,0.0010892,0.0010892,0.0010892
117,443.076,1.08996,0.75865,1.00722,0.74826,0.63636,0.65668,0.33726,1.79484,1.56938,1.43169,0.00108128,0.00108128,0.00108128
118,446.744,1.08079,0.73503,1.003,0.81006,0.58205,0.6284,0.29761,1.94481,2.03172,1.47433,0.00107336,0.00107336,0.00107336
119,450.398,1.08998,0.72206,1.00643,0.87115,0.54545,0.60814,0.31676,1.90995,1.89264,1.42443,0.00106544,0.00106544,0.00106544
120,454.072,1.10953,0.75947,1.01785,0.92216,0.53892,0.64311,0.36072,1.71805,1.43195,1.38618,0.00105752,0.00105752,0.00105752
121,457.727,1.07584,0.75191,1.00641,0.62353,0.67773,0.6196,0.3062,1.99992,1.67702,1.56715,0.0010496,0.0010496,0.0010496
122,461.402,1.06584,0.74221,1.00191,0.8037,0.54545,0.61309,0.31437,1.89935,1.49054,1.46943,0.00104168,0.00104168,0.00104168
123,465.055,1.08683,0.723,1.00294,0.61397,0.72727,0.66865,0.33844,1.78698,1.20188,1.40232,0.00103376,0.00103376,0.00103376
124,468.73,1.07604,0.732,1.00238,0.89669,0.5,0.65361,0.3712,1.68289,1.66552,1.2831,0.00102584,0.00102584,0.00102584
125,472.392,1.11878,0.74639,1.00916,0.84518,0.59091,0.64741,0.329,1.81281,1.45702,1.34906,0.00101792,0.00101792,0.00101792
126,476.057,1.09876,0.73121,1.00525,0.76413,0.63636,0.60761,0.32686,1.71839,1.72468,1.31246,0.00101,0.00101,0.00101
127,479.717,1.07087,0.73309,0.99389,0.92743,0.58143,0.6603,0.3456,1.84382,1.47165,1.40867,0.00100208,0.00100208,0.00100208
128,483.382,1.06143,0.70711,0.99282,0.74642,0.66944,0.66645,0.31414,1.87104,1.57727,1.44612,0.00099416,0.00099416,0.00099416
129,487.03,1.07916,0.73018,0.99832,0.85172,0.54545,0.70965,0.37726,1.81554,1.48592,1.39064,0.00098624,0.00098624,0.00098624
130,490.713,1.06861,0.7255,1.00106,0.90819,0.54545,0.63419,0.3033,1.83785,1.62369,1.42749,0.00097832,0.00097832,0.00097832
131,494.365,1.05878,0.69974,0.99338,0.90609,0.5,0.64345,0.35046,1.66949,1.69856,1.29747,0.0009704,0.0009704,0.0009704
132,498.039,1.08528,0.7229,0.9959,0.7854,0.54545,0.61431,0.32098,1.7612,1.65964,1.32692,0.00096248,0.00096248,0.00096248
133,501.7,1.05725,0.7051,0.98898,0.87536,0.54545,0.67427,0.3691,1.72162,1.59347,1.35105,0.00095456,0.00095456,0.00095456
134,505.384,1.05937,0.70211,0.99505,0.8499,0.54545,0.62833,0.34272,1.8049,1.7947,1.35743,0.00094664,0.00094664,0.00094664
135,509.045,1.0487,0.71548,0.99623,0.7762,0.5,0.52922,0.28336,1.90647,1.83154,1.42724,0.00093872,0.00093872,0.00093872
136,512.719,1.04066,0.69396,0.98105,0.90854,0.5,0.57534,0.2979,1.91772,1.75507,1.45201,0.0009308,0.0009308,0.0009308
137,516.377,1.00605,0.67984,0.97211,0.77709,0.5,0.57127,0.33159,1.9223,1.9907,1.43487,0.00092288,0.00092288,0.00092288
138,520.047,0.99476,0.66016,0.97095,0.79978,0.54477,0.61368,0.34595,1.7753,1.86962,1.37389,0.00091496,0.00091496,0.00091496
139,523.707,1.03288,0.6858,0.98143,0.85046,0.54545,0.61857,0.32693,1.83019,1.80667,1.3744,0.00090704,0.00090704,0.00090704
140,527.382,1.04487,0.70288,0.98073,0.71285,0.59091,0.60532,0.327,1.86635,1.65306,1.43619,0.00089912,0.00089912,0.00089912
141,531.035,1.00157,0.69049,0.975,0.85588,0.54024,0.5879,0.31796,1.79684,2.14805,1.37805,0.0008912,0.0008912,0.0008912
142,534.721,1.03187,0.69539,0.98115,0.90482,0.5,0.54364,0.27682,1.96275,2.25038,1.47037,0.00088328,0.00088328,0.00088328
143,538.386,1.03723,0.6886,0.98627,0.85432,0.54545,0.61363,0.32444,1.83052,1.91777,1.41987,0.00087536,0.00087536,0.00087536
144,542.016,1.02901,0.6878,0.98168,0.84656,0.54545,0.59154,0.32246,1.69777,1.9972,1.38341,0.00086744,0.00086744,0.00086744
145,545.694,0.99224,0.65327,0.96662,0.83831,0.5,0.57276,0.31072,1.74669,1.97656,1.41628,0.00085952,0.00085952,0.00085952
146,549.349,1.02309,0.68008,0.97841,0.88761,0.5,0.55406,0.32266,1.61895,1.92555,1.34533,0.0008516,0.0008516,0.0008516
147,553.016,1.02155,0.67352,0.97818,0.88346,0.5,0.63973,0.3747,1.57029,1.70317,1.28764,0.00084368,0.00084368,0.00084368
148,556.684,1.01308,0.65828,0.98104,0.7807,0.5,0.56955,0.34147,1.72239,1.73971,1.38263,0.00083576,0.00083576,0.00083576
149,560.366,1.00703,0.66619,0.98396,0.85126,0.54545,0.64628,0.37611,1.55748,1.82378,1.29756,0.00082784,0.00082784,0.00082784
150,564.023,1.00809,0.66201,0.97562,0.79581,0.54545,0.61497,0.33197,1.67572,2.01325,1.3412,0.00081992,0.00081992,0.00081992
151,567.7,0.99808,0.64567,0.96235,0.78708,0.54545,0.57435,0.29013,1.78611,2.1967,1.37613,0.000812,0.000812,0.000812
152,571.352,0.9711,0.65034,0.95471,0.76249,0.59091,0.59288,0.32156,1.79426,2.02598,1.42891,0.00080408,0.00080408,0.00080408
153,575.016,0.95976,0.63227,0.95559,0.78402,0.49533,0.60913,0.30908,1.80802,1.74504,1.38611,0.00079616,0.00079616,0.00079616
154,578.677,0.98268,0.63569,0.96328,0.83939,0.5,0.56703,0.29438,1.80399,1.93156,1.39189,0.00078824,0.00078824,0.00078824
155,582.345,0.9888,0.64872,0.96607,0.6622,0.54545,0.5895,0.3358,1.70766,1.99821,1.37852,0.00078032,0.00078032,0.00078032
156,585.998,0.97582,0.62703,0.95377,0.89756,0.54545,0.61742,0.35225,1.67315,1.95811,1.33613,0.0007724,0.0007724,0.0007724
157,589.665,0.9851,0.64994,0.96261,0.85385,0.54545,0.61754,0.31968,1.77469,1.84831,1.42283,0.00076448,0.00076448,0.00076448
158,593.325,0.98783,0.64751,0.96382,0.84885,0.54545,0.59826,0.37363,1.70873,2.04825,1.37222,0.00075656,0.00075656,0.00075656
159,596.993,0.96659,0.63157,0.95571,0.74872,0.54195,0.60092,0.35878,1.70722,1.78332,1.39725,0.00074864,0.00074864,0.00074864
160,600.667,0.96041,0.63193,0.95863,0.73127,0.5,0.52126,0.30429,1.76554,2.03783,1.45562,0.00074072,0.00074072,0.00074072
161,604.334,0.94292,0.62436,0.95292,0.76696,0.5,0.58656,0.34585,1.64316,1.88868,1.32718,0.0007328,0.0007328,0.0007328
162,607.995,0.95068,0.61968,0.95192,0.64642,0.54545,0.54846,0.31552,1.7515,1.88958,1.43503,0.00072488,0.00072488,0.00072488
163,611.672,0.94677,0.61108,0.94698,0.76249,0.58405,0.60103,0.3291,1.86091,1.74051,1.47197,0.00071696,0.00071696,0.00071696
164,615.336,0.9401,0.61511,0.95023,0.84111,0.54545,0.63443,0.36189,1.79744,1.79642,1.44881,0.00070904,0.00070904,0.00070904
