epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,4739.49,1.50458,1.1902,1.22083,0.76756,0.68182,0.69947,0.34008,1.95298,1.30387,1.50948,0.0004556,0.0004556,0.0004556
119,4782.94,1.50099,1.20038,1.25183,0.79789,0.72727,0.74334,0.32137,1.96412,1.28602,1.52359,0.0004424,0.0004424,0.0004424
120,4826.03,1.47051,1.23229,1.20817,0.75191,0.6891,0.74449,0.33565,1.93662,1.22418,1.49875,0.0004292,0.0004292,0.0004292
121,4869.29,1.46928,1.08485,1.21783,0.70382,0.77273,0.74005,0.33757,1.94989,1.21372,1.49934,0.000416,0.000416,0.000416
122,4912.98,1.51734,1.11342,1.23391,0.70125,0.74733,0.742,0.35007,1.92059,1.21788,1.47302,0.0004028,0.0004028,0.0004028
123,4956.24,1.53007,1.27264,1.24537,0.71408,0.72727,0.72771,0.36933,1.86127,1.24977,1.44627,0.0003896,0.0003896,0.0003896
124,4999.26,1.39696,1.12697,1.20785,0.70084,0.68182,0.72767,0.36158,1.89986,1.24748,1.46562,0.0003764,0.0003764,0.0003764
125,5042.92,1.57867,1.17772,1.28454,0.7423,0.68182,0.73029,0.35825,1.91063,1.26433,1.46044,0.0003632,0.0003632,0.0003632
126,5086.49,1.47968,1.10545,1.21091,0.87268,0.62368,0.72709,0.3477,1.92856,1.29616,1.43225,0.00035,0.00035,0.00035
127,5130.04,1.42283,1.02962,1.19367,0.85959,0.68182,0.725,0.34642,1.90314,1.23584,1.41538,0.0003368,0.0003368,0.0003368
128,5174.46,1.42763,1.07356,1.23842,0.86768,0.68182,0.73692,0.3325,1.87995,1.21368,1.41221,0.0003236,0.0003236,0.0003236
129,5218.56,1.41122,1.14047,1.17196,0.86376,0.68182,0.74649,0.33571,1.88081,1.23958,1.43098,0.0003104,0.0003104,0.0003104
