epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,121.394,1.56505,1.33475,1.21659,0.661,0.54545,0.54953,0.26853,1.8916,2.41147,1.45586,0.0015644,0.0015644,0.0015644
35,124.899,1.50874,1.26205,1.17647,0.67637,0.68182,0.66695,0.27848,1.82222,1.67722,1.36766,0.0015512,0.0015512,0.0015512
36,128.451,1.50965,1.21648,1.17225,0.81575,0.63636,0.64806,0.31351,1.85188,1.41288,1.37599,0.001538,0.001538,0.001538
37,131.985,1.48348,1.18816,1.15948,0.60987,0.72727,0.61656,0.33514,1.73917,1.40997,1.34167,0.0015248,0.0015248,0.0015248
38,135.501,1.45758,1.19901,1.14359,0.86576,0.63636,0.66981,0.31697,1.98602,1.59835,1.46241,0.0015116,0.0015116,0.0015116
39,139.009,1.46489,1.17542,1.14794,0.76407,0.63636,0.6115,0.26065,1.98552,1.55771,1.49305,0.0014984,0.0014984,0.0014984
40,142.541,1.47602,1.1537,1.1614,0.91259,0.5,0.60644,0.31104,1.86268,1.83776,1.38532,0.0014852,0.0014852,0.0014852
41,146.026,1.48562,1.17724,1.14308,0.84491,0.49558,0.57532,0.2984,1.97663,1.72299,1.46205,0.001472,0.001472,0.001472
42,149.551,1.45552,1.1469,1.15528,0.8128,0.45455,0.52236,0.25413,2.0235,1.88394,1.4495,0.0014588,0.0014588,0.0014588
43,153.122,1.40802,1.11984,1.1369,0.9792,0.5,0.582,0.29013,1.88268,1.8509,1.41506,0.0014456,0.0014456,0.0014456
44,156.635,1.4121,1.1024,1.11718,0.75893,0.57305,0.59939,0.30337,1.84066,1.74089,1.36696,0.0014324,0.0014324,0.0014324
45,160.116,1.46776,1.11868,1.14116,0.55865,0.54545,0.45117,0.20023,2.22922,2.20243,1.67506,0.0014192,0.0014192,0.0014192
46,163.641,1.38183,1.05837,1.0993,0.66358,0.59091,0.61239,0.35295,1.77252,1.56039,1.31859,0.001406,0.001406,0.001406
47,167.213,1.36815,1.0409,1.10196,0.77877,0.68182,0.651,0.27717,2.03374,1.4428,1.46113,0.0013928,0.0013928,0.0013928
48,170.745,1.36868,1.03366,1.10861,0.83997,0.59091,0.68411,0.3354,1.87391,1.46211,1.35211,0.0013796,0.0013796,0.0013796
49,174.261,1.33084,1.02137,1.09647,0.91374,0.54545,0.63576,0.306,1.88548,1.52255,1.39803,0.0013664,0.0013664,0.0013664
50,177.78,1.3551,1.03659,1.1133,0.70521,0.54378,0.53625,0.28918,1.75742,2.01158,1.31796,0.0013532,0.0013532,0.0013532
51,181.285,1.35289,0.97961,1.10623,0.80794,0.59091,0.60734,0.28028,1.9334,1.75396,1.42968,0.00134,0.00134,0.00134
52,184.803,1.3051,0.98817,1.0885,0.76371,0.58784,0.59632,0.2895,2.06206,1.76997,1.53054,0.0013268,0.0013268,0.0013268
53,188.307,1.32808,0.94508,1.08812,0.80865,0.63636,0.65501,0.34803,1.92183,1.52598,1.43969,0.0013136,0.0013136,0.0013136
54,191.81,1.28484,0.91681,1.06539,0.75525,0.59091,0.63353,0.31384,1.96965,1.59371,1.45263,0.0013004,0.0013004,0.0013004
55,195.319,1.27285,0.9348,1.06631,0.83479,0.5,0.64281,0.28331,2.1463,1.62302,1.66081,0.0012872,0.0012872,0.0012872
56,198.812,1.28489,0.92133,1.07026,0.74136,0.54545,0.55598,0.24842,2.0604,1.66318,1.53854,0.001274,0.001274,0.001274
57,202.332,1.27837,0.93778,1.07764,0.84698,0.54545,0.597,0.28012,1.95912,1.70939,1.44744,0.0012608,0.0012608,0.0012608
58,205.842,1.2886,0.92834,1.07249,0.70843,0.59091,0.59183,0.32937,1.85136,1.53701,1.42294,0.0012476,0.0012476,0.0012476
59,209.324,1.33486,0.92672,1.08506,0.76517,0.63636,0.64113,0.31139,1.85973,1.45406,1.36937,0.0012344,0.0012344,0.0012344
60,212.848,1.25715,0.88715,1.04673,0.77621,0.63636,0.68201,0.34914,1.77677,1.56418,1.34505,0.0012212,0.0012212,0.0012212
61,216.38,1.24573,0.89481,1.06244,0.78704,0.59091,0.6482,0.30217,1.94764,1.5846,1.46031,0.001208,0.001208,0.001208
62,219.904,1.28727,0.92936,1.06895,0.69837,0.54545,0.51568,0.23706,2.17243,1.82804,1.67685,0.0011948,0.0011948,0.0011948
63,223.423,1.25381,0.92785,1.04117,0.65881,0.54545,0.4925,0.241,2.14085,1.75635,1.62926,0.0011816,0.0011816,0.0011816
64,226.99,1.24031,0.86189,1.04833,0.68858,0.60348,0.67184,0.28652,2.10291,1.6343,1.50526,0.0011684,0.0011684,0.0011684
65,230.513,1.23416,0.86644,1.04916,0.82157,0.63636,0.6282,0.23252,2.20041,1.76603,1.64985,0.0011552,0.0011552,0.0011552
66,234.037,1.25274,0.89291,1.05811,0.76458,0.63636,0.61135,0.35315,1.73649,1.48901,1.31732,0.001142,0.001142,0.001142
67,237.771,1.1939,0.82766,1.03027,0.83842,0.59091,0.64575,0.34653,1.73876,1.46671,1.33799,0.0011288,0.0011288,0.0011288
68,241.284,1.19786,0.8091,1.03443,0.74099,0.63636,0.64588,0.33639,1.96636,1.37382,1.52036,0.0011156,0.0011156,0.0011156
69,244.809,1.19306,0.82692,1.02718,0.74912,0.67877,0.64597,0.31467,1.90593,1.32132,1.45434,0.0011024,0.0011024,0.0011024
70,248.342,1.16704,0.80838,1.02207,0.79706,0.59091,0.62531,0.35583,1.81607,1.40866,1.36754,0.0010892,0.0010892,0.0010892
71,251.955,1.13158,0.77559,1.01319,0.79606,0.59091,0.67814,0.32332,2.00945,1.31736,1.47548,0.001076,0.001076,0.001076
72,255.469,1.16758,0.78685,1.01677,0.69389,0.68182,0.6907,0.33124,1.93099,1.29214,1.47287,0.0010628,0.0010628,0.0010628
73,258.992,1.19895,0.80936,1.03166,0.8203,0.5,0.59533,0.2786,2.08805,1.54462,1.52714,0.0010496,0.0010496,0.0010496
74,262.521,1.14323,0.75839,1.00733,0.84349,0.49057,0.5368,0.24732,2.06152,1.72815,1.50984,0.0010364,0.0010364,0.0010364
75,266.039,1.1685,0.79639,1.01589,0.79202,0.54545,0.65426,0.37279,1.83468,1.69068,1.35418,0.0010232,0.0010232,0.0010232
76,269.663,1.18214,0.80853,1.01959,0.65737,0.61102,0.63826,0.31891,1.93691,1.85745,1.46746,0.00101,0.00101,0.00101
77,273.171,1.1535,0.7694,1.01661,0.78317,0.493,0.58828,0.30653,1.95107,1.79923,1.45024,0.0009968,0.0009968,0.0009968
78,276.703,1.10672,0.7285,0.99479,0.74218,0.54545,0.59104,0.31448,2.02995,1.87255,1.51521,0.0009836,0.0009836,0.0009836
79,280.216,1.10929,0.73544,0.9932,0.75361,0.59091,0.60899,0.28592,2.01437,1.55378,1.52994,0.0009704,0.0009704,0.0009704
80,283.705,1.13538,0.75404,1.01426,0.68196,0.58508,0.61103,0.32741,1.85329,1.58966,1.5056,0.0009572,0.0009572,0.0009572
81,287.229,1.11169,0.73733,0.99244,0.66185,0.63636,0.60226,0.35342,1.7141,1.4036,1.31657,0.000944,0.000944,0.000944
82,290.754,1.14844,0.75273,0.99702,0.74184,0.63636,0.65782,0.34992,1.77808,1.4448,1.37718,0.0009308,0.0009308,0.0009308
83,294.268,1.14793,0.74091,1.0146,0.68758,0.63636,0.65057,0.32451,1.90919,1.50468,1.47292,0.0009176,0.0009176,0.0009176
84,297.753,1.11083,0.71563,0.9864,0.7769,0.54545,0.60797,0.29686,1.94228,1.72518,1.4155,0.0009044,0.0009044,0.0009044
85,301.267,1.05041,0.71387,0.97612,0.67029,0.54545,0.58597,0.27132,1.82876,1.96331,1.38205,0.0008912,0.0008912,0.0008912
86,304.748,1.06778,0.69958,0.98242,0.71889,0.54545,0.64562,0.34568,1.87418,1.57022,1.47705,0.000878,0.000878,0.000878
87,308.261,1.06491,0.71153,0.97195,0.84782,0.5,0.6019,0.30966,2.05899,1.38847,1.61776,0.0008648,0.0008648,0.0008648
88,311.795,1.05423,0.68602,0.96908,0.85569,0.53944,0.63772,0.35171,1.74724,1.63072,1.382,0.0008516,0.0008516,0.0008516
89,315.303,1.08537,0.70747,0.98275,0.89649,0.5,0.65467,0.34318,1.76332,1.80937,1.34746,0.0008384,0.0008384,0.0008384
90,318.817,1.05119,0.69728,0.97765,0.70107,0.5,0.56698,0.27287,1.96526,1.71831,1.49527,0.0008252,0.0008252,0.0008252
91,322.327,1.0621,0.68862,0.98022,0.74856,0.54152,0.60915,0.2985,1.90605,1.79942,1.43264,0.000812,0.000812,0.000812
92,325.854,1.00324,0.66227,0.95536,0.7905,0.54545,0.63643,0.32757,1.78575,1.86485,1.38251,0.0007988,0.0007988,0.0007988
93,329.372,1.03057,0.68816,0.96653,0.86369,0.5,0.607,0.28911,1.92248,1.99835,1.45068,0.0007856,0.0007856,0.0007856
94,332.937,1.02548,0.66332,0.96614,0.91532,0.49193,0.61664,0.30679,1.89742,2.03064,1.43435,0.0007724,0.0007724,0.0007724
95,336.442,1.02915,0.67351,0.96401,0.84448,0.49408,0.60733,0.30855,1.89266,1.85612,1.42567,0.0007592,0.0007592,0.0007592
96,339.966,1.00475,0.65273,0.96618,0.79759,0.53779,0.57854,0.28891,1.98687,1.71194,1.52602,0.000746,0.000746,0.000746
97,343.509,1.0195,0.64982,0.94963,0.7474,0.54545,0.5853,0.3144,1.82056,1.61832,1.46497,0.0007328,0.0007328,0.0007328
98,347.022,1.02179,0.66066,0.96477,0.71713,0.5,0.51365,0.2416,2.03098,1.76566,1.55831,0.0007196,0.0007196,0.0007196
99,350.545,0.99909,0.63547,0.95932,0.78329,0.59091,0.59956,0.31918,1.93992,1.83437,1.45982,0.0007064,0.0007064,0.0007064
100,354.137,0.99589,0.63503,0.94718,0.80538,0.59091,0.64989,0.33112,1.92805,1.59187,1.4422,0.0006932,0.0006932,0.0006932
101,357.643,0.96482,0.6216,0.94164,0.85266,0.59091,0.67142,0.33726,1.82405,1.50538,1.39787,0.00068,0.00068,0.00068
102,361.159,0.94136,0.61034,0.92835,0.81777,0.63636,0.65738,0.3292,1.81191,1.46368,1.3581,0.0006668,0.0006668,0.0006668
103,364.667,0.97952,0.63274,0.94578,0.83804,0.54545,0.58593,0.31904,1.93769,1.76473,1.48878,0.0006536,0.0006536,0.0006536
104,368.199,0.96161,0.62131,0.94083,0.85666,0.54346,0.61777,0.32228,1.80593,1.81709,1.39511,0.0006404,0.0006404,0.0006404
105,371.727,0.96436,0.62649,0.94362,0.84224,0.54545,0.64244,0.31264,1.86964,1.61736,1.43461,0.0006272,0.0006272,0.0006272
106,375.251,0.96652,0.6149,0.9406,0.8644,0.5801,0.64096,0.29415,1.94956,1.7617,1.46307,0.000614,0.000614,0.000614
107,378.765,0.9646,0.62921,0.95,0.79937,0.54346,0.57713,0.29051,1.86233,1.79988,1.39643,0.0006008,0.0006008,0.0006008
108,382.297,0.94027,0.61126,0.93899,0.89223,0.45455,0.54812,0.28148,1.82196,1.85898,1.36893,0.0005876,0.0005876,0.0005876
109,385.82,0.93791,0.59418,0.93077,0.81211,0.5895,0.60712,0.29042,1.91798,1.58423,1.49618,0.0005744,0.0005744,0.0005744
110,389.342,0.94142,0.608,0.94239,0.72262,0.5,0.50206,0.27652,1.92158,1.89762,1.538,0.0005612,0.0005612,0.0005612
111,392.872,0.93816,0.59851,0.93522,0.88947,0.54545,0.59622,0.3127,1.91938,1.6585,1.46658,0.000548,0.000548,0.000548
112,396.394,0.93836,0.59512,0.93101,0.92201,0.5379,0.59002,0.31873,1.82268,1.83051,1.42766,0.0005348,0.0005348,0.0005348
113,399.911,0.93759,0.58833,0.93145,0.74543,0.54545,0.57968,0.31469,1.84886,1.78821,1.39679,0.0005216,0.0005216,0.0005216
114,403.432,0.9246,0.5839,0.92473,0.84449,0.54545,0.63025,0.31752,1.90823,1.59194,1.46973,0.0005084,0.0005084,0.0005084
115,406.953,0.89132,0.56047,0.92333,0.75598,0.59091,0.59725,0.33188,1.85397,1.8498,1.41097,0.0004952,0.0004952,0.0004952
116,410.459,0.89493,0.57064,0.92065,0.8079,0.5,0.57997,0.2888,1.85675,1.71992,1.40935,0.000482,0.000482,0.000482
117,413.975,0.89031,0.56049,0.9183,0.84542,0.54545,0.55516,0.28054,1.9098,1.72616,1.52989,0.0004688,0.0004688,0.0004688
118,417.503,0.88344,0.55323,0.91404,0.81239,0.45455,0.5336,0.2545,1.99599,1.98785,1.57343,0.0004556,0.0004556,0.0004556
119,421.007,0.92976,0.57726,0.92429,0.85604,0.54087,0.59922,0.334,1.82624,1.81547,1.39025,0.0004424,0.0004424,0.0004424
120,424.533,0.88701,0.56842,0.91835,0.86001,0.59091,0.58876,0.3214,1.78662,1.52654,1.4183,0.0004292,0.0004292,0.0004292
121,428.043,0.86631,0.5474,0.91392,0.81286,0.63636,0.61561,0.30687,1.84066,1.70273,1.46041,0.000416,0.000416,0.000416
122,431.575,0.8836,0.56217,0.92023,0.92296,0.54465,0.65264,0.33904,1.92001,1.70487,1.47078,0.0004028,0.0004028,0.0004028
123,435.097,0.86362,0.54988,0.91121,0.69551,0.63636,0.62441,0.29631,1.91993,1.83667,1.45482,0.0003896,0.0003896,0.0003896
124,438.624,0.8586,0.55097,0.90808,0.90041,0.54545,0.60246,0.27131,1.91468,1.75597,1.49252,0.0003764,0.0003764,0.0003764
125,442.144,0.85452,0.52958,0.90276,0.79392,0.59091,0.6241,0.28311,1.97622,1.92476,1.52335,0.0003632,0.0003632,0.0003632
126,445.68,0.85735,0.54281,0.90831,0.85964,0.59091,0.58779,0.30462,1.88367,1.7855,1.45723,0.00035,0.00035,0.00035
127,449.19,0.85099,0.54081,0.91056,0.85494,0.53635,0.56752,0.27571,1.93364,2.14258,1.4854,0.0003368,0.0003368,0.0003368
128,452.701,0.86046,0.54668,0.90821,0.72964,0.61399,0.5852,0.30278,1.78854,1.88031,1.42261,0.0003236,0.0003236,0.0003236
129,456.199,0.84822,0.5307,0.9118,0.90351,0.54545,0.60026,0.29319,1.87909,1.81181,1.46132,0.0003104,0.0003104,0.0003104
130,459.722,0.83032,0.52198,0.90284,0.85154,0.54545,0.57093,0.27672,1.93017,1.80179,1.47972,0.0002972,0.0002972,0.0002972
